Source.Name;Column1.3;Column1.4;Pressure;Flow;Amount;Ammountkorr;TimeDate;Länge;Querschnittsreduktion;filter_$
0_TWK_19_G10_______.xls;19;G10;0;0;0;0;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;0;0;0;0;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;,07;,2;,1;,1;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;,19;1,7;,1;,1;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;,6;2,3;,2;,2;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,2;2,9;,2;,2;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;3,1;,3;,3;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;3,2;,3;,3;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;3,1;,4;,4;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,69;3;,4;,4;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;2,3;,4;,4;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;1,6;,4;,4;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;,4;,4;,4;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,27;,2;,4;,4;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,27;0;,4;,4;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,27;0;,4;,4;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,27;0;,4;,4;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;0;,4;,4;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,57;,2;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,69;,5;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;,6;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;,4;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,27;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,27;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,39;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,57;,1;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,69;,3;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;,3;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;,2;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,57;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,57;,1;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_G10_______.xls;19;G10;1,5;0;,5;,5;11.09.2024 01:46;1,21;24,67;0
0_TWK_19_S1_______.xls;19;S1;0;0;0;0;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;0;0;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;,2;0;0;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;1,4;,1;,1;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,19;2,2;,1;,1;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,19;2,4;,2;,2;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,38;2,7;,2;,2;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,49;2,7;,3;,3;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,6;2,7;,3;,3;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,79;2,6;,4;,4;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,98;2,6;,4;,4;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,2;2,7;,5;,5;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,39;2,7;,5;,5;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,57;2,6;,6;,6;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,69;2,5;,6;,6;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,88;2,6;,6;,6;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,17;2,7;,7;,7;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;2,7;,7;,7;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,59;2,7;,8;,8;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;2,6;,8;,8;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,77;2,6;,9;,9;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;3,07;2,7;,9;,9;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;3;2,5;,9;,9;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;2,1;,9;,9;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,27;,8;,9;,9;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,6;,4;,9;,9;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;,1;,9;,9;10.09.2024 21:15;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;0;,9;,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;0;1;1;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,3;,2;1;1;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,49;1,3;1;1;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,98;2,2;1,1;1,1;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,39;2,4;1,1;1,1;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;2,6;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,77;2,7;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,89;2,4;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,69;1,9;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,9;,6;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;,3;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;0;0;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;0;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;0;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;0;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;0;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,07;0;1,2;1,2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,19;,1;1,3;1,3;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,38;,4;1,3;1,3;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;,98;1,2;1,3;1,3;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,39;1,4;1,4;1,4;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,57;1,6;1,4;1,4;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,99;1,6;1,4;1,4;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,17;1,6;1,4;1,4;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,5;1,5;1,5;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,88;1,5;1,5;1,5;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,99;1,4;1,5;1,5;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,5;1,5;1,5;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;1,6;1,6;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;1,6;1,6;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,5;1,6;1,6;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,5;1,7;1,7;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,17;1,6;1,7;1,7;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,99;1,4;1,7;1,7;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,88;1,4;1,7;1,7;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,4;1,8;1,8;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,17;1,5;1,8;1,8;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,6;1,8;1,8;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;1,8;1,8;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;1,9;1,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;1,9;1,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,5;1,9;1,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,88;1,5;1,9;1,9;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,99;1,4;2;2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,17;1,5;2;2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;2;2;10.09.2024 21:16;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,5;2,1;2,1;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;2,1;2,1;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;2,1;2,1;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,17;1,6;2,1;2,1;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,99;1,5;2,2;2,2;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,88;1,4;2,2;2,2;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,17;1,5;2,2;2,2;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;2,2;2,2;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,6;2,3;2,3;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;2,3;2,3;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;2,3;2,3;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;2,4;2,4;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;2,4;2,4;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,88;1,4;2,4;2,4;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,5;2,4;2,4;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,5;2,5;2,5;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,6;2,5;2,5;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,59;1,6;2,5;2,5;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,59;1,6;2,5;2,5;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,6;2,6;2,6;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,59;1,5;2,6;2,6;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,4;2,6;2,6;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,17;1,4;2,7;2,7;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,5;2,7;2,7;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,59;1,5;2,7;2,7;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,59;1,6;2,7;2,7;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,5;2,8;2,8;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,5;2,8;2,8;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,5;2,8;2,8;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;2,8;2,8;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,4;2,9;2,9;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,4;2,9;2,9;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;2,9;2,9;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;2,9;2,9;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3;3;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3;3;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3;3;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,6;3,1;3,1;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,4;3,1;3,1;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,99;1,4;3,1;3,1;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,17;1,5;3,1;3,1;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;3,2;3,2;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,5;3,2;3,2;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3,2;3,2;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3,2;3,2;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3,3;3,3;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,5;3,3;3,3;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,99;1,5;3,3;3,3;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,5;3,4;3,4;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,5;3,4;3,4;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,6;3,4;3,4;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,6;3,4;3,4;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,6;3,5;3,5;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,6;3,5;3,5;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,5;3,5;3,5;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,17;1,5;3,5;3,5;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,4;3,6;3,6;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;3,6;3,6;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3,6;3,6;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3,7;3,7;10.09.2024 21:17;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3,7;3,7;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,6;3,7;3,7;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,6;3,8;3,8;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,5;3,8;3,8;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,99;1,4;3,8;3,8;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,99;1,5;3,8;3,8;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;3,9;3,9;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3,9;3,9;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3,9;3,9;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;3,9;3,9;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,6;4;4;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,17;1,5;4;4;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;1,99;1,4;4;4;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,4;4;4;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;4,1;4,1;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,6;4,1;4,1;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,6;4,1;4,1;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,59;1,6;4,2;4,2;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,6;4,2;4,2;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,59;1,6;4,2;4,2;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,5;4,2;4,2;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,1;1,4;4,3;4,3;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,5;4,3;4,3;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,5;4,3;4,3;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,89;1,6;4,3;4,3;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,89;1,6;4,4;4,4;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,77;1,6;4,4;4,4;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,77;1,5;4,4;4,4;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,5;4,4;4,4;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,4;4,5;4,5;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,4;4,5;4,5;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,5;4,5;4,5;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,5;4,6;4,6;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,6;4,6;4,6;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,77;1,6;4,6;4,6;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,77;1,5;4,6;4,6;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,89;1,5;4,7;4,7;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,5;4,7;4,7;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,4;4,7;4,7;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,4;4,7;4,7;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,5;4,8;4,8;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,5;4,8;4,8;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,5;4,8;4,8;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,77;1,6;4,8;4,8;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,77;1,6;4,9;4,9;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,59;1,5;4,9;4,9;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,4;1,4;4,9;4,9;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,29;1,4;5;5;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,5;5;5;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,7;1,5;5;5;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,77;1,6;5;5;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,77;1,6;5,1;5,1;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,89;1,6;5,1;5,1;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,77;1,6;5,1;5,1;10.09.2024 21:18;5,97;53,88;1
0_TWK_19_S1_______.xls;19;S1;2,48;1,5;5,1;5,1;10.09.2024 21:18;5,97;53,88;1
